timestamp,frontend_qps,frontend_latency_p95,frontend_error_rate,frontend_cpu_usage,frontend_memory_usage,frontend_restart_count,cartservice_qps,cartservice_latency_p95,cartservice_error_rate,cartservice_cpu_usage,cartservice_memory_usage,cartservice_restart_count,checkoutservice_qps,checkoutservice_latency_p95,checkoutservice_error_rate,checkoutservice_cpu_usage,checkoutservice_memory_usage,checkoutservice_restart_count,currencyservice_qps,currencyservice_latency_p95,currencyservice_error_rate,currencyservice_cpu_usage,currencyservice_memory_usage,currencyservice_restart_count,emailservice_qps,emailservice_latency_p95,emailservice_error_rate,emailservice_cpu_usage,emailservice_memory_usage,emailservice_restart_count,paymentservice_qps,paymentservice_latency_p95,paymentservice_error_rate,paymentservice_cpu_usage,paymentservice_memory_usage,paymentservice_restart_count,productcatalogservice_qps,productcatalogservice_latency_p95,productcatalogservice_error_rate,productcatalogservice_cpu_usage,productcatalogservice_memory_usage,productcatalogservice_restart_count,recommendationservice_qps,recommendationservice_latency_p95,recommendationservice_error_rate,recommendationservice_cpu_usage,recommendationservice_memory_usage,recommendationservice_restart_count,shippingservice_qps,shippingservice_latency_p95,shippingservice_error_rate,shippingservice_cpu_usage,shippingservice_memory_usage,shippingservice_restart_count,adservice_qps,adservice_latency_p95,adservice_error_rate,adservice_cpu_usage,adservice_memory_usage,adservice_restart_count,redis-cart_qps,redis-cart_latency_p95,redis-cart_error_rate,redis-cart_cpu_usage,redis-cart_memory_usage,redis-cart_restart_count
2026-05-29T04:25:48Z,2.3333333333333335,48.64583333333333,0.0,0.021525362509887,58.87890625,0.0,5.733146679110281,4.788495706443236,0.0,0.007022503776318457,106.65234375,0.0,0.4666666666666667,24.25,0.0,0.004405613368252726,54.41015625,0.0,15.40100457838823,4.322210817778201,0.0,0.010376111541439987,94.52734375,0.0,0.4666666666666667,4.799999999999999,0.0,0.005707523893253405,83.1328125,0.0,0.40001778014846423,4.6499970832118,0.0,0.0029956503467114,83.9453125,0.0,30.866666666666667,2.689988472147502,0.0,0.010289173225385471,55.18359375,0.0,4.066666666666666,4.863687406485585,0.0,0.009957643076776506,76.37109375,0.0,1.933457794372583,0.4930375687477619,0.0,0.0033850227983195096,59.046875,0.0,3.0665688954069728,4.620899139136218,0.0,0.0036807896103893015,144.08984375,0.0,,,,0.004673239374972584,44.94140625,0.0
2026-05-29T04:25:53Z,3.1337511668222433,49.65909090909089,0.0,0.017587648277544086,58.87890625,0.0,5.1999733564443265,4.7889364171270135,0.0,0.006978724218420896,106.67578125,0.0,0.06667111140742715,24.25,0.0,0.004017755668585601,54.41015625,0.0,14.868160166538551,4.329142390063858,0.0,0.009891999999999243,95.09765625,0.0,0.2,4.799999999999999,0.0,0.005629477228093327,83.125,0.0,0.13335111348179757,4.6499970832118,0.0,0.0029956503467114,83.9453125,0.0,29.667471164744317,2.7290320654565035,0.0,0.009730887953689,55.18359375,0.0,3.8667911194079605,4.862295550987417,0.0,0.007837865873609922,76.37109375,0.0,1.400155574224573,1.7999484412600375,0.0,0.0033850227983195096,59.046875,0.0,3.133346680592652,4.642111702081,0.0,0.0030294012974329005,144.08984375,0.0,,,,0.004641125291038289,45.2421875,0.0
2026-05-29T04:25:58Z,3.1337511668222433,49.65909090909089,0.0,0.02212277652612342,58.86328125,0.0,4.533777826376139,4.793073583744879,0.0,0.006978724218420896,106.67578125,0.0,0.06667111140742715,24.25,0.0,0.004051730554521624,54.41015625,0.0,14.868160166538551,4.329142390063858,0.0,0.009891999999999243,95.09765625,0.0,0.0,4.799999999999999,0.0,0.005560082832643633,83.125,0.0,0.13335111348179757,4.6499970832118,0.0,0.0029956503467114,83.9453125,0.0,29.334360083266784,2.600022678609717,0.0,0.01211613378789304,55.18359375,0.0,3.5336800379304303,4.863687150837988,0.0,0.009991024170339447,76.74609375,0.0,1.400155574224573,1.7999484412600375,0.0,0.0034054580338477632,59.046875,0.0,3.1336400334854524,4.628571428571428,0.0,0.003142245047432895,144.08984375,0.0,,,,0.004645419111850474,45.2421875,0.0
2026-05-29T04:26:03Z,3.1337511668222433,49.65909090909089,0.0,0.022122776526123423,58.86328125,0.0,4.533777826376139,4.793073583744879,0.0,0.006797274642135507,106.6640625,0.0,0.06667111140742715,24.25,0.0,0.0037602722653628795,54.41015625,0.0,14.26715558815032,4.358951937181676,0.0,0.008915716664531281,95.09765625,0.0,0.0,4.799999999999999,0.0,0.005560082832643633,83.125,0.0,0.0,4.699999999999999,0.0,0.0023907400257364665,83.9453125,0.0,27.069471431446544,2.674761264550254,0.0,0.011755799903335789,55.18359375,0.0,3.5336800379304303,4.863687150837988,0.0,0.009991024170339447,76.74609375,0.0,1.0000311131853235,1.999985777335287,0.0,0.0034536154470472557,59.765625,0.0,3.1336400334854524,4.628571428571428,0.0,0.002827390834263266,144.08984375,0.0,,,,0.004645419111850474,45.2421875,0.0
2026-05-29T04:26:08Z,2.0001333422228145,44.10714285714285,0.0,0.022122776526123423,58.86328125,0.0,4.000284482375427,4.792488185322256,0.0,0.006797274642135507,106.6640625,0.0,0.0,24.25,0.0,0.003673114417650231,54.41015625,0.0,13.866666666666667,4.319994433964123,0.0,0.009434476250393202,95.734375,0.0,0.0,4.8,0.0,0.005415047721521834,83.125,0.0,0.0,4.640002844520298,0.0,0.0031558841340326932,83.9453125,0.0,24.002000266702225,2.735099815398982,0.0,0.011755799903335789,55.18359375,0.0,3.0668889185224697,4.867455340412242,0.0,0.009897212682693845,76.74609375,0.0,1.0,2.8333175302789013,0.0,0.0034536154470472566,59.765625,0.0,2.73352891496644,4.619440766304243,0.0,0.0025125366210936376,144.08984375,0.0,,,,0.004730817018703919,45.2421875,0.0
2026-05-29T04:26:13Z,2.0001333422228145,44.10714285714285,0.0,0.02108542088618685,58.86328125,0.0,3.9331955647401284,4.79317081684292,0.0,0.006797274642135507,106.6640625,0.0,0.0,24.25,0.0,0.003673114417650231,54.41015625,0.0,13.866666666666667,4.319994433964123,0.0,0.009434476250393202,95.734375,0.0,0.0,4.8,0.0,0.005415047721521834,83.125,0.0,0.0,4.640002844520298,0.0,0.0028893690177492558,83.86328125,0.0,23.86844468151309,2.7713940567400526,0.0,0.011415610056514137,55.18359375,0.0,2.9333333333333336,4.895597504318802,0.0,0.009804845022351854,77.20703125,0.0,1.0,2.8333175302789013,0.0,0.0035268836067013296,59.765625,0.0,2.7333333333333334,4.614492753623188,0.0,0.003680810268209559,144.16015625,0.0,,,,0.004685634843146131,44.9140625,0.0
2026-05-29T04:26:18Z,2.0001333422228145,44.10714285714285,0.0,0.020739456668063483,58.92578125,0.0,3.9331955647401284,4.79317081684292,0.0,0.00648410106764868,106.6640625,0.0,0.0,24.25,0.0,0.0029679172618438054,54.41015625,0.0,14.467168922372602,4.393261329992926,0.0,0.009434476250393202,95.734375,0.0,0.0,4.8,0.0,0.005303005424424516,83.125,0.0,0.0,4.649993332740687,0.0,0.0028893690177492558,83.86328125,0.0,20.2,2.823624559705764,0.0,0.010979163963777596,55.18359375,0.0,2.9333333333333336,4.895597504318802,0.0,0.00989462592202221,77.20703125,0.0,0.8000222237038025,3.1333027140593135,0.0,0.0034096860602165426,59.82421875,0.0,2.7333333333333334,4.614492753623188,0.0,0.003680810268209559,144.16015625,0.0,,,,0.004685634843146131,44.9140625,0.0
2026-05-29T04:26:23Z,2.3334888992599505,46.56250000000004,0.0,0.020739456668063483,58.92578125,0.0,3.9999911288888494,4.793103609840714,0.0,0.00648410106764868,106.6640625,0.0,0.0,24.25,0.0,0.002555162313887949,54.4140625,0.0,13.60090672711514,4.398144288742104,0.0,0.009692917668613393,95.734375,0.0,0.0,4.8,0.0,0.005303005424424516,83.125,0.0,0.0,4.499993332740688,0.0,0.0028893690177492558,83.86328125,0.0,20.733968931262083,2.777142687819395,0.0,0.010979163963777596,55.18359375,0.0,3.066768895704158,4.873076923076923,0.0,0.009582221767593501,76.30078125,0.0,0.7333822254816988,2.3999811099567134,0.0,0.0034096860602165426,59.82421875,0.0,2.866760006222637,4.617146746575396,0.0,0.003737024221453215,144.16796875,0.0,,,,0.0037628388819353465,44.9140625,0.0
2026-05-29T04:26:28Z,2.3334888992599505,46.56250000000004,0.0,0.02106337886025665,58.9375,0.0,4.333782273487745,4.793846083011596,0.0,0.00648410106764868,106.6640625,0.0,0.0,24.25,0.0,0.002555162313887949,54.4140625,0.0,13.60090672711514,4.398144288742104,0.0,0.00883120784447064,95.921875,0.0,0.0,4.800000000000001,,0.005264645758714056,83.125,0.0,0.0,4.499993332740688,0.0,0.0025714721544266555,83.87890625,0.0,20.93408449452186,2.5916744372104557,0.0,0.010888700736171989,55.18359375,0.0,3.266884458963931,4.8520548341383005,0.0,0.009582221767593501,76.30078125,0.0,0.7333822254816988,2.3999811099567134,0.0,0.0034096860602165426,59.82421875,0.0,2.6002533608921485,4.62607945043817,0.0,0.0038178334739126197,144.16796875,0.0,,,,0.004534890276693232,44.94140625,0.0
2026-05-29T04:26:33Z,2.3334888992599505,46.56250000000004,0.0,0.015571274156659412,58.9375,0.0,4.333782273487745,4.793846083011596,0.0,0.0035757500000002554,106.6640625,0.0,0.0,24.25,0.0,0.002763928982471981,54.41015625,0.0,12.067071138075871,4.433639422486456,0.0,0.008715882045626067,95.921875,0.0,0.0,4.800000000000001,,0.0051649970536239796,83.125,0.0,0.06666222251849876,4.700004444543212,0.0,0.0025714721544266555,83.87890625,0.0,25.26741782785519,2.653615654030295,0.0,0.007902047736804764,55.18359375,0.0,3.266884458963931,4.8520548341383005,0.0,0.00988302601112086,76.30859375,0.0,1.0667377825188344,2.5000094450216364,0.0,0.0027873600476708677,59.82421875,0.0,2.6002533608921485,4.62607945043817,0.0,0.003845319722650658,144.28515625,0.0,,,,0.004534890276693232,44.94140625,0.0
